1.0,0,0,0.2,1.0,0.01,0.75,123,7427,1997,609
1.0,0,120,0.2,1.0,0.01,0.75,123,7426,1997,609
1.0,0,240,0.2,1.0,0.01,0.75,123,7423,1997,608
1.0,0,360,0.2,1.0,0.01,0.75,122,7414,1995,608
1.0,0,480,0.2,1.0,0.01,0.75,122,7400,1992,608
1.0,0,600,0.2,1.0,0.01,0.75,122,7379,1987,608
1.0,0,720,0.2,1.0,0.01,0.75,122,7342,1979,602
1.0,0,840,0.2,1.0,0.01,0.75,122,7284,1971,600
1.0,0,960,0.2,1.0,0.01,0.75,120,7230,1955,595
1.0,0,1080,0.2,1.0,0.01,0.75,119,7170,1944,586
1.0,0,1200,0.2,1.0,0.01,0.75,119,7098,1937,582
1.0,0,1320,0.2,1.0,0.01,0.75,118,7033,1906,573
1.0,0,1440,0.2,1.0,0.01,0.75,117,6955,1886,569
1.0,0,1560,0.2,1.0,0.01,0.75,116,6852,1858,561
1.0,0,1680,0.2,1.0,0.01,0.75,115,6754,1832,555
1.0,0,1800,0.2,1.0,0.01,0.75,114,6634,1806,549
1.0,0,1920,0.2,1.0,0.01,0.75,114,6504,1783,539
1.0,0,2040,0.2,1.0,0.01,0.75,112,6390,1751,531
1.0,0,2160,0.2,1.0,0.01,0.75,109,6289,1729,522
1.0,0,2280,0.2,1.0,0.01,0.75,108,6179,1698,513
1.0,0,2400,0.2,1.0,0.01,0.75,106,6069,1659,511
1.0,0,2520,0.2,1.0,0.01,0.75,105,5957,1631,502
1.0,0,2640,0.2,1.0,0.01,0.75,103,5822,1596,500
1.0,0,2760,0.2,1.0,0.01,0.75,102,5687,1561,495
1.0,0,2880,0.2,1.0,0.01,0.75,100,5566,1530,489
1.0,0,3000,0.2,1.0,0.01,0.75,99,5447,1497,478
1.0,0,3120,0.2,1.0,0.01,0.75,98,5335,1476,473
1.0,0,3240,0.2,1.0,0.01,0.75,96,5219,1437,464
1.0,0,3360,0.2,1.0,0.01,0.75,94,5045,1417,458
1.0,0,3480,0.2,1.0,0.01,0.75,93,4865,1375,452
1.0,0,3600,0.2,1.0,0.01,0.75,92,4701,1327,447
1.0,0,3720,0.2,1.0,0.01,0.75,92,4530,1294,437
1.0,0,3840,0.2,1.0,0.01,0.75,91,4349,1261,428
1.0,0,3960,0.2,1.0,0.01,0.75,87,4224,1222,412
1.0,0,4080,0.2,1.0,0.01,0.75,84,4080,1178,401
1.0,0,4200,0.2,1.0,0.01,0.75,82,3927,1150,391
1.0,0,4320,0.2,1.0,0.01,0.75,81,3747,1110,377
1.0,0,4440,0.2,1.0,0.01,0.75,80,3611,1063,361
1.0,0,4560,0.2,1.0,0.01,0.75,80,3463,1016,343
1.0,0,4680,0.2,1.0,0.01,0.75,78,3309,984,332
1.0,0,4800,0.2,1.0,0.01,0.75,77,3183,943,316
1.0,0,4920,0.2,1.0,0.01,0.75,77,3042,894,306
1.0,0,5040,0.2,1.0,0.01,0.75,72,2894,864,293
1.0,0,5160,0.2,1.0,0.01,0.75,70,2736,814,282
1.0,0,5280,0.2,1.0,0.01,0.75,68,2567,778,264
1.0,0,5400,0.2,1.0,0.01,0.75,68,2414,731,255
1.0,0,5520,0.2,1.0,0.01,0.75,64,2287,679,243
1.0,0,5640,0.2,1.0,0.01,0.75,60,2155,653,229
1.0,0,5760,0.2,1.0,0.01,0.75,59,2006,623,217
1.0,0,5880,0.2,1.0,0.01,0.75,59,1887,584,206
1.0,0,6000,0.2,1.0,0.01,0.75,59,1750,548,200
1.0,0,6120,0.2,1.0,0.01,0.75,57,1594,520,194
1.0,0,6240,0.2,1.0,0.01,0.75,57,1450,489,181
1.0,0,6360,0.2,1.0,0.01,0.75,55,1321,458,172
1.0,0,6480,0.2,1.0,0.01,0.75,54,1209,429,167
1.0,0,6600,0.2,1.0,0.01,0.75,51,1125,396,160
1.0,0,6720,0.2,1.0,0.01,0.75,51,1054,363,153
